id_student,code_module,code_presentation,risk_probability,avg_assessment_score,total_lms_clicks
141377,AAA,2014J,0.7207396188183176,48.833333333333336,756.0
146503,AAA,2014J,0.7171050359545192,63.4,368.0
149962,AAA,2014J,0.7079450332211741,68.4,141.0
151587,AAA,2014J,0.7237755434342219,67.0,166.0
185350,AAA,2014J,0.7467657625415085,59.6,236.0
236875,AAA,2014J,0.80805845645218,46.4,201.0
243510,AAA,2014J,0.7812723383168588,43.6,549.0
260355,AAA,2014J,0.770401011533731,57.5,426.0
266524,AAA,2014J,0.7838795545452644,53.8,359.0
268733,AAA,2014J,0.8657666645180389,43.0,191.0
274947,AAA,2014J,0.8045836302124816,54.0,251.0
277123,AAA,2014J,0.7698723439262164,46.0,537.0
288994,AAA,2014J,0.9675981884500087,75.71428571428571,134.0
301967,AAA,2014J,0.7902025675808134,52.8,193.0
306646,AAA,2014J,0.8016300276348178,52.8,144.0
311659,AAA,2014J,0.9687740005157021,75.71428571428571,112.0
323805,AAA,2014J,0.9703505347484379,75.71428571428571,0.0
328734,AAA,2014J,0.9703505347484379,75.71428571428571,0.0
329659,AAA,2014J,0.7705197493928594,49.8,487.0
334441,AAA,2014J,0.8063250525052769,39.8,283.0
337748,AAA,2014J,0.8666611946072196,44.0,93.0
350156,AAA,2014J,0.7373910493770479,52.2,560.0
387954,AAA,2014J,0.7644521608510279,75.71428571428571,532.0
388147,AAA,2014J,0.8526690469067859,40.0,441.0
396655,AAA,2014J,0.8436739945194005,40.2,462.0
400147,AAA,2014J,0.7247784352022408,59.2,338.0
418731,AAA,2014J,0.8720188619819517,41.2,127.0
431025,AAA,2014J,0.7742519477108037,55.2,300.0
442064,AAA,2014J,0.765800089656549,53.0,402.0
442132,AAA,2014J,0.7054305168846946,65.8,176.0
468120,AAA,2014J,0.869848980583519,40.0,116.0
481022,AAA,2014J,0.8723289919776461,49.0,79.0
488382,AAA,2014J,0.9703505347484379,75.71428571428571,0.0
514526,AAA,2014J,0.97243345019087,75.71428571428571,45.0
522482,AAA,2014J,0.7089627320147254,75.0,212.0
527801,AAA,2014J,0.7524685604546835,49.5,607.0
533068,AAA,2014J,0.7246463274928506,58.2,398.0
561467,AAA,2014J,0.8506751536485437,75.71428571428571,453.0
567922,AAA,2014J,0.9604846291041567,75.71428571428571,0.0
574505,AAA,2014J,0.7099795805371066,42.0,850.0
598070,AAA,2014J,0.9510876234949004,75.71428571428571,3.0
603834,AAA,2014J,0.7091328922931339,61.8,341.0
608440,AAA,2014J,0.9604052658984056,75.71428571428571,187.0
623710,AAA,2014J,0.9604846291041567,75.71428571428571,0.0
628312,AAA,2014J,0.9715501875262137,75.71428571428571,77.0
639053,AAA,2014J,0.7202576652106294,65.6,195.0
642878,AAA,2014J,0.75007930745559,44.0,578.0
648130,AAA,2014J,0.7780702459495769,53.0,447.0
677281,AAA,2014J,0.9489829023026207,75.71428571428571,126.0
684180,AAA,2014J,0.7458900969420585,62.6,171.0
687698,AAA,2014J,0.8144416776006167,52.6,174.0
852847,AAA,2014J,0.8350890074604083,34.5,181.0
1469279,AAA,2014J,0.9604846291041567,75.71428571428571,0.0
1676594,AAA,2014J,0.941347145365399,75.71428571428571,177.0
1839386,AAA,2014J,0.8146204790716547,40.0,207.0
2168833,AAA,2014J,0.8541363917156972,24.0,20.0
2207874,AAA,2014J,0.7894485039159298,54.666666666666664,265.0
2273119,AAA,2014J,0.8511663032241352,38.333333333333336,105.0
2313257,AAA,2014J,0.9808271098006736,75.71428571428571,28.0
2355470,AAA,2014J,0.8081422915550376,54.4,216.0
2365101,AAA,2014J,0.9824486182425283,75.71428571428571,0.0
2434159,AAA,2014J,0.7957668399933714,54.0,172.0
2436812,AAA,2014J,0.7820248865541097,43.0,577.0
2467267,AAA,2014J,0.7201414173795311,71.4,90.0
2474849,AAA,2014J,0.8594965824118651,35.0,142.0
2551932,AAA,2014J,0.7547589543421654,50.0,539.0
2576122,AAA,2014J,0.7129856888929056,64.0,261.0
2606802,AAA,2014J,0.8041304789602443,29.0,306.0
2630087,AAA,2014J,0.977736216042976,75.71428571428571,90.0
2690062,AAA,2014J,0.7781848120228088,58.0,257.0
2694788,AAA,2014J,0.894097914308679,35.333333333333336,100.0
27891,BBB,2013B,0.7328820874473277,69.16666666666667,348.0
34694,BBB,2013B,0.9604890193424273,75.71428571428571,0.0
34756,BBB,2013B,0.769056964309269,67.33333333333333,129.0
35812,BBB,2013B,0.7221039584770239,71.0,19.0
50993,BBB,2013B,0.8222222223013326,46.22222222222222,176.0
71433,BBB,2013B,0.97907029053909,75.71428571428571,60.0
72070,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
79378,BBB,2013B,0.9448065759866273,75.71428571428571,0.0
87604,BBB,2013B,0.9703505347484379,75.71428571428571,0.0
88580,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
96291,BBB,2013B,0.9489829023026207,75.71428571428571,103.0
102849,BBB,2013B,0.9779798020422612,75.71428571428571,1.0
117071,BBB,2013B,0.7201414173795311,73.0,74.0
122524,BBB,2013B,0.9663089122754848,75.71428571428571,0.0
123379,BBB,2013B,0.9781994555246689,75.71428571428571,0.0
126411,BBB,2013B,0.8980371192985857,100.0,25.0
127209,BBB,2013B,0.9754963234536176,75.71428571428571,0.0
128776,BBB,2013B,0.9647937323664779,75.71428571428571,146.0
133531,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
141823,BBB,2013B,0.8452562216524286,29.0,276.0
143854,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
152153,BBB,2013B,0.735032588665183,52.285714285714285,500.0
155735,BBB,2013B,0.9656216121474575,75.71428571428571,133.0
161678,BBB,2013B,0.8710589445640784,40.0,94.0
169515,BBB,2013B,0.7638123115458453,59.0,212.0
171377,BBB,2013B,0.9663089122754848,75.71428571428571,0.0
174321,BBB,2013B,0.9826271896710997,75.71428571428571,0.0
177639,BBB,2013B,0.978362402679741,75.71428571428571,77.0
183806,BBB,2013B,0.7449387993781452,95.0,149.0
185240,BBB,2013B,0.9679523038968979,75.71428571428571,0.0
186670,BBB,2013B,0.7023972242590294,72.625,232.0
186780,BBB,2013B,0.9765602134711595,75.71428571428571,30.0
200863,BBB,2013B,0.9527820233683225,75.71428571428571,148.0
203652,BBB,2013B,0.9792860327686289,75.71428571428571,28.0
205231,BBB,2013B,0.9604890193424273,75.71428571428571,0.0
228049,BBB,2013B,0.9510876234949004,75.71428571428571,14.0
228235,BBB,2013B,0.9679523038968979,75.71428571428571,0.0
230348,BBB,2013B,0.9453624879632011,75.71428571428571,0.0
232600,BBB,2013B,0.9588511739811354,75.71428571428571,0.0
232745,BBB,2013B,0.9732746996012497,75.71428571428571,0.0
255998,BBB,2013B,0.7563574443329155,56.0,408.0
256215,BBB,2013B,0.9612096099414275,75.71428571428571,0.0
258402,BBB,2013B,0.9810621229997858,75.71428571428571,1.0
259182,BBB,2013B,0.9679523038968979,75.71428571428571,0.0
262454,BBB,2013B,0.7282210337138767,71.22222222222223,373.0
263531,BBB,2013B,0.9679523038968979,75.71428571428571,0.0
265405,BBB,2013B,0.9604890193424273,75.71428571428571,0.0
267853,BBB,2013B,0.9722580753855629,75.71428571428571,5.0
269289,BBB,2013B,0.9588511739811354,75.71428571428571,0.0
270399,BBB,2013B,0.9510876234949004,75.71428571428571,22.0
280962,BBB,2013B,0.9779798020422612,75.71428571428571,67.0
285633,BBB,2013B,0.7658152342850022,65.27272727272727,287.0
288990,BBB,2013B,0.8669904560486579,45.0,87.0
291701,BBB,2013B,0.9588064839383145,75.71428571428571,0.0
294999,BBB,2013B,0.8314650031289128,51.0,54.0
296408,BBB,2013B,0.9708283954391895,75.71428571428571,0.0
299561,BBB,2013B,0.9576631785037318,75.71428571428571,0.0
302550,BBB,2013B,0.9781994555246689,75.71428571428571,0.0
305945,BBB,2013B,0.9510876234949004,75.71428571428571,12.0
306984,BBB,2013B,0.9663988503708667,75.71428571428571,102.0
311042,BBB,2013B,0.8048483147729312,65.0,59.0
312141,BBB,2013B,0.7652456205675467,68.0,72.0
318101,BBB,2013B,0.7229976865446485,59.0,379.0
322745,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
323914,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
326012,BBB,2013B,0.7571794289684343,64.0,110.0
330376,BBB,2013B,0.9675403527051906,75.71428571428571,26.0
333129,BBB,2013B,0.840498883550074,50.0,354.0
334794,BBB,2013B,0.8143801250136694,53.0,124.0
335421,BBB,2013B,0.7423872102729322,70.0,188.0
335600,BBB,2013B,0.7405235096261283,80.0,116.0
336165,BBB,2013B,0.8647716025276473,35.0,254.0
338912,BBB,2013B,0.9545819152472932,75.71428571428571,0.0
339526,BBB,2013B,0.9510876234949004,75.71428571428571,35.0
340378,BBB,2013B,0.9687740005157021,75.71428571428571,96.0
341229,BBB,2013B,0.7226118867469221,70.5,97.0
341235,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
341509,BBB,2013B,0.7178796498429921,70.7,328.0
349424,BBB,2013B,0.9689979935628061,75.71428571428571,12.0
351543,BBB,2013B,0.8891862716457665,35.0,5.0
353918,BBB,2013B,0.9663089122754848,75.71428571428571,0.0
354815,BBB,2013B,0.9663089122754848,75.71428571428571,0.0
355998,BBB,2013B,0.8482062360149613,55.0,20.0
357030,BBB,2013B,0.7286878358450215,67.0,68.0
357038,BBB,2013B,0.9789952571085915,75.71428571428571,0.0
359170,BBB,2013B,0.9703505347484379,75.71428571428571,0.0
363401,BBB,2013B,0.8281474429823232,56.3,190.0
364323,BBB,2013B,0.9604846291041567,75.71428571428571,0.0
365488,BBB,2013B,0.7601815174539496,74.5,76.0
366821,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
367304,BBB,2013B,0.8657823500813377,48.8,62.0
368439,BBB,2013B,0.9689979935628061,75.71428571428571,22.0
369212,BBB,2013B,0.9604890193424273,75.71428571428571,0.0
370302,BBB,2013B,0.726427076150443,57.55555555555556,351.0
370720,BBB,2013B,0.7379710918850038,72.66666666666667,194.0
372624,BBB,2013B,0.9790471068582849,75.71428571428571,0.0
375312,BBB,2013B,0.9781994555246689,75.71428571428571,0.0
377695,BBB,2013B,0.9703505347484379,75.71428571428571,0.0
378721,BBB,2013B,0.7215693830462451,69.25,138.0
379405,BBB,2013B,0.9604846291041567,75.71428571428571,0.0
380151,BBB,2013B,0.9538683754260314,75.71428571428571,20.0
381640,BBB,2013B,0.958883486134406,75.71428571428571,0.0
381722,BBB,2013B,0.7316120389106752,73.0,106.0
383828,BBB,2013B,0.9810621229997858,75.71428571428571,29.0
384909,BBB,2013B,0.7313418368511861,72.0,113.0
385034,BBB,2013B,0.7065977564625793,65.66666666666667,251.0
386957,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
387276,BBB,2013B,0.9781994555246689,75.71428571428571,0.0
387702,BBB,2013B,0.7015285562588507,66.0,185.0
388014,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
388205,BBB,2013B,0.7318230462173725,62.2,251.0
388484,BBB,2013B,0.7054305168846946,66.0,177.0
390461,BBB,2013B,0.7465512119042041,60.833333333333336,230.0
394956,BBB,2013B,0.9837632929421772,75.71428571428571,53.0
395229,BBB,2013B,0.9888021819316204,75.71428571428571,17.0
397763,BBB,2013B,0.9493515080860294,75.71428571428571,158.0
398949,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
398965,BBB,2013B,0.9656809029062832,75.71428571428571,0.0
399108,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
399792,BBB,2013B,0.9641684040050953,75.71428571428571,200.0
400718,BBB,2013B,0.9669165242929424,75.71428571428571,0.0
400894,BBB,2013B,0.7442678180086346,64.44444444444444,269.0
402660,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
403093,BBB,2013B,0.7586096611439429,60.125,180.0
403191,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
405746,BBB,2013B,0.7201461671460634,71.0,180.0
406416,BBB,2013B,0.855142627370834,50.0,116.0
411197,BBB,2013B,0.8867824784399063,100.0,104.0
415548,BBB,2013B,0.9637484907797561,75.71428571428571,0.0
417462,BBB,2013B,0.7637900708399666,72.5,16.0
418065,BBB,2013B,0.8143801250136694,55.0,122.0
421205,BBB,2013B,0.7379998956443213,66.5,225.0
422070,BBB,2013B,0.7420466129431756,66.875,202.0
422752,BBB,2013B,0.9472407174239025,75.71428571428571,140.0
423317,BBB,2013B,0.9510876234949004,75.71428571428571,8.0
425747,BBB,2013B,0.9773111132172037,75.71428571428571,31.0
429158,BBB,2013B,0.9679523038968979,75.71428571428571,0.0
429494,BBB,2013B,0.7215099766922346,93.33333333333333,151.0
430160,BBB,2013B,0.9754393109451684,75.71428571428571,116.0
430357,BBB,2013B,0.7593549735784435,41.81818181818182,953.0
432004,BBB,2013B,0.8724052666220653,26.5,58.0
432232,BBB,2013B,0.7467657625415085,58.54545454545455,250.0
434094,BBB,2013B,0.9604890193424273,75.71428571428571,0.0
435803,BBB,2013B,0.9773111132172037,75.71428571428571,29.0
438210,BBB,2013B,0.9731870860832271,75.71428571428571,9.0
438379,BBB,2013B,0.9833225321933299,75.71428571428571,0.0
441181,BBB,2013B,0.7631916122597723,56.63636363636363,347.0
441423,BBB,2013B,0.9604846291041567,75.71428571428571,0.0
442456,BBB,2013B,0.8295497866424997,34.55555555555556,297.0
442466,BBB,2013B,0.7439048112296962,81.0,97.0
443452,BBB,2013B,0.9781994555246689,75.71428571428571,0.0
444926,BBB,2013B,0.7420344745087359,68.8,348.0
446145,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
446357,BBB,2013B,0.8163426661111624,53.0,57.0
447007,BBB,2013B,0.9718125436828339,75.71428571428571,80.0
447790,BBB,2013B,0.8414617440825032,100.0,204.0
466959,BBB,2013B,0.7289090087796484,64.33333333333333,95.0
467756,BBB,2013B,0.7615128656522233,73.5,199.0
467835,BBB,2013B,0.9510876234949004,75.71428571428571,58.0
468021,BBB,2013B,0.7601631283917614,60.75,312.0
469683,BBB,2013B,0.7407980555151212,66.18181818181819,288.0
472348,BBB,2013B,0.8869408036053055,38.0,122.0
475078,BBB,2013B,0.9679523038968979,75.71428571428571,0.0
475460,BBB,2013B,0.7835968451716294,59.285714285714285,193.0
475901,BBB,2013B,0.9731870860832271,75.71428571428571,34.0
476297,BBB,2013B,0.7034275242152767,74.0909090909091,371.0
476457,BBB,2013B,0.7665992051887548,68.0,111.0
476855,BBB,2013B,0.9810621229997858,75.71428571428571,68.0
476859,BBB,2013B,0.9773111132172037,75.71428571428571,11.0
477009,BBB,2013B,0.721934484725433,62.81818181818182,164.0
477164,BBB,2013B,0.7059953285050056,71.0,140.0
477835,BBB,2013B,0.7220911220956995,69.42857142857143,129.0
478718,BBB,2013B,0.7267252947475287,65.0,90.0
479267,BBB,2013B,0.9656809029062832,75.71428571428571,0.0
480151,BBB,2013B,0.9510876234949004,75.71428571428571,18.0
481143,BBB,2013B,0.7321939099606979,61.375,142.0
483309,BBB,2013B,0.9510876234949004,75.71428571428571,13.0
484039,BBB,2013B,0.7959445313576217,50.5,355.0
484161,BBB,2013B,0.9722580753855629,75.71428571428571,32.0
484768,BBB,2013B,0.7225904947018088,67.33333333333333,428.0
485352,BBB,2013B,0.9709370633458453,75.71428571428571,0.0
485399,BBB,2013B,0.7481237491355812,74.45454545454545,245.0
485568,BBB,2013B,0.9666180838583784,75.71428571428571,171.0
485782,BBB,2013B,0.9810621229997858,75.71428571428571,1.0
486214,BBB,2013B,0.9679523038968979,75.71428571428571,0.0
486282,BBB,2013B,0.7472741430763316,70.33333333333333,264.0
486650,BBB,2013B,0.9722580753855629,75.71428571428571,24.0
487646,BBB,2013B,0.7234414751058751,65.0909090909091,423.0
488185,BBB,2013B,0.7313418368511861,72.0,95.0
488929,BBB,2013B,0.9467004203735536,75.71428571428571,0.0
490110,BBB,2013B,0.9510876234949004,75.71428571428571,6.0
490733,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
492336,BBB,2013B,0.9604846291041567,75.71428571428571,0.0
493958,BBB,2013B,0.7110807227553493,75.18181818181819,147.0
494304,BBB,2013B,0.9820428596416652,75.71428571428571,0.0
494673,BBB,2013B,0.9510876234949004,75.71428571428571,20.0
495324,BBB,2013B,0.8331732691852726,59.0,133.0
495377,BBB,2013B,0.9604846291041567,75.71428571428571,0.0
495674,BBB,2013B,0.8962017814730973,43.0,38.0
495875,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
495913,BBB,2013B,0.7399207966011723,69.875,191.0
496674,BBB,2013B,0.8991315233964555,41.0,89.0
497468,BBB,2013B,0.7144089265841813,68.63636363636364,206.0
497607,BBB,2013B,0.9773111132172037,75.71428571428571,53.0
498371,BBB,2013B,0.8422552342991476,50.0,95.0
498455,BBB,2013B,0.779802701145694,47.625,334.0
499931,BBB,2013B,0.9863809056438364,75.71428571428571,77.0
500585,BBB,2013B,0.8210574947850184,51.333333333333336,426.0
500836,BBB,2013B,0.7017751676284189,77.625,260.0
501008,BBB,2013B,0.9786148433348112,75.71428571428571,105.0
502279,BBB,2013B,0.9781994555246689,75.71428571428571,0.0
503353,BBB,2013B,0.7582516539180237,75.0,125.0
503390,BBB,2013B,0.7130030530479801,69.5,482.0
504021,BBB,2013B,0.7220911220956995,68.8,92.0
504689,BBB,2013B,0.9722580753855629,75.71428571428571,47.0
505123,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
505417,BBB,2013B,0.7823371486907434,71.75,99.0
505499,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
505592,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
505595,BBB,2013B,0.8509344343707106,46.166666666666664,454.0
505694,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
507184,BBB,2013B,0.7186074686237365,75.0,53.0
507221,BBB,2013B,0.9604846291041567,75.71428571428571,0.0
507303,BBB,2013B,0.9510876234949004,75.71428571428571,24.0
507320,BBB,2013B,0.9690363566723222,75.71428571428571,94.0
507359,BBB,2013B,0.7187586100262169,68.5,217.0
507485,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
507685,BBB,2013B,0.9722580753855629,75.71428571428571,12.0
507817,BBB,2013B,0.7789248601906138,65.36363636363636,135.0
508103,BBB,2013B,0.9824486182425283,75.71428571428571,0.0
508668,BBB,2013B,0.9510876234949004,75.71428571428571,12.0
509130,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
509295,BBB,2013B,0.9781994555246689,75.71428571428571,0.0
509334,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
509737,BBB,2013B,0.9773111132172037,75.71428571428571,4.0
509797,BBB,2013B,0.7937374949295186,40.6,431.0
509901,BBB,2013B,0.7775847619337442,65.5,172.0
510492,BBB,2013B,0.7878938936135627,59.3,267.0
511652,BBB,2013B,0.9824486182425283,75.71428571428571,0.0
512070,BBB,2013B,0.8342479425014245,53.0,23.0
512180,BBB,2013B,0.8418693740178825,53.25,91.0
512468,BBB,2013B,0.9679523038968979,75.71428571428571,0.0
512883,BBB,2013B,0.8191464479854386,55.5,255.0
512924,BBB,2013B,0.9824486182425283,75.71428571428571,0.0
513005,BBB,2013B,0.9781994555246689,75.71428571428571,0.0
513016,BBB,2013B,0.9467004203735536,75.71428571428571,0.0
513196,BBB,2013B,0.9781994555246689,75.71428571428571,0.0
513368,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
514365,BBB,2013B,0.9510876234949004,75.71428571428571,57.0
514819,BBB,2013B,0.9604846291041567,75.71428571428571,0.0
514951,BBB,2013B,0.9722580753855629,75.71428571428571,58.0
515035,BBB,2013B,0.8128944040850884,56.333333333333336,33.0
515130,BBB,2013B,0.9773111132172037,75.71428571428571,47.0
515174,BBB,2013B,0.9679523038968979,75.71428571428571,0.0
515497,BBB,2013B,0.7298646875782367,63.42857142857143,161.0
516776,BBB,2013B,0.9773111132172037,75.71428571428571,10.0
517043,BBB,2013B,0.7449713421487796,73.14285714285714,136.0
517175,BBB,2013B,0.9773111132172037,75.71428571428571,11.0
517701,BBB,2013B,0.9773111132172037,75.71428571428571,46.0
518904,BBB,2013B,0.7957668399933714,53.0,169.0
519012,BBB,2013B,0.78063741294969,62.333333333333336,192.0
519647,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
520049,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
520230,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
520749,BBB,2013B,0.9796713406638023,75.71428571428571,65.0
521069,BBB,2013B,0.9431744641459093,75.71428571428571,152.0
521496,BBB,2013B,0.9773111132172037,75.71428571428571,1.0
522302,BBB,2013B,0.9510876234949004,75.71428571428571,3.0
522512,BBB,2013B,0.9773111132172037,75.71428571428571,10.0
523156,BBB,2013B,0.9510876234949004,75.71428571428571,8.0
523789,BBB,2013B,0.9824486182425283,75.71428571428571,0.0
524171,BBB,2013B,0.9722580753855629,75.71428571428571,2.0
524496,BBB,2013B,0.9489829023026207,75.71428571428571,111.0
524598,BBB,2013B,0.9510876234949004,75.71428571428571,4.0
524769,BBB,2013B,0.9814305179856889,75.71428571428571,36.0
524968,BBB,2013B,0.9510876234949004,75.71428571428571,18.0
525543,BBB,2013B,0.9604846291041567,75.71428571428571,0.0
525679,BBB,2013B,0.8157746934148682,57.666666666666664,119.0
525797,BBB,2013B,0.9679523038968979,75.71428571428571,0.0
525869,BBB,2013B,0.9510876234949004,75.71428571428571,38.0
527020,BBB,2013B,0.7287217890210883,64.9090909090909,233.0
527313,BBB,2013B,0.73410308646497,73.0,53.0
527343,BBB,2013B,0.9773111132172037,75.71428571428571,30.0
527382,BBB,2013B,0.7305093237633683,67.0,46.0
527659,BBB,2013B,0.8163426661111624,52.666666666666664,63.0
528220,BBB,2013B,0.7544088759532507,64.2,294.0
528918,BBB,2013B,0.8193347370875166,62.0,60.0
529118,BBB,2013B,0.9656809029062832,75.71428571428571,0.0
529174,BBB,2013B,0.7769683719581232,58.22222222222222,329.0
529212,BBB,2013B,0.7135077271272724,67.22222222222223,341.0
529383,BBB,2013B,0.9605004337718839,75.71428571428571,202.0
529767,BBB,2013B,0.9679523038968979,75.71428571428571,0.0
530065,BBB,2013B,0.7849356927218711,60.09090909090909,170.0
530215,BBB,2013B,0.9679523038968979,75.71428571428571,0.0
530226,BBB,2013B,0.7618242102282058,63.5,362.0
530245,BBB,2013B,0.9766032253578545,75.71428571428571,71.0
530266,BBB,2013B,0.8104558954470212,60.0,103.0
530398,BBB,2013B,0.9773111132172037,75.71428571428571,5.0
530483,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
530987,BBB,2013B,0.7285528863516406,54.22222222222222,404.0
531000,BBB,2013B,0.9510876234949004,75.71428571428571,8.0
531205,BBB,2013B,0.7211310406449541,70.5,85.0
531235,BBB,2013B,0.9510876234949004,75.71428571428571,36.0
531427,BBB,2013B,0.7313418368511861,72.875,105.0
531428,BBB,2013B,0.7781147869021028,66.0,90.0
531464,BBB,2013B,0.8143801250136694,55.0,102.0
531481,BBB,2013B,0.9781994555246689,75.71428571428571,0.0
531569,BBB,2013B,0.7663133340074003,70.0,25.0
531573,BBB,2013B,0.8728284134288881,48.0,143.0
531634,BBB,2013B,0.838458298137611,39.0,284.0
531689,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
532000,BBB,2013B,0.9596391096715794,75.71428571428571,201.0
532142,BBB,2013B,0.9773111132172037,75.71428571428571,26.0
532317,BBB,2013B,0.9420595667574752,75.71428571428571,0.0
532500,BBB,2013B,0.8008242714701173,28.285714285714285,460.0
532584,BBB,2013B,0.7240536631931924,69.66666666666667,29.0
532668,BBB,2013B,0.9510876234949004,75.71428571428571,14.0
532742,BBB,2013B,0.9510876234949004,75.71428571428571,8.0
532928,BBB,2013B,0.9031229350856305,75.71428571428571,224.0
